21170001,CHE01,ABC2
21170002,CHE01,ABC2
21170003,CHE01,ABC2
21170004,CHE01,ABC2
21170005,CHE01,ABC2
21170006,CHE01,ABC2
21170007,CHE01,ABC2
21170008,CHE01,ABC2
21170009,CHE01,ABC2
21170010,CHE01,ABC2
21170011,CHE01,ABC2
21170012,CHE01,ABC2
21170013,CHE01,ABC2
21170014,CHE01,ABC2
21170015,CHE01,ABC2
21170016,CHE01,ABC2
21170017,CHE01,ABC2
21170018,CHE01,ABC2
21170019,CHE01,ABC2
21170020,CHE01,ABC2
21170021,CHE01,ABC2
21170022,CHE01,ABC2
21170023,CHE01,ABC2
21170024,CHE01,ABC2
21170025,CHE01,ABC2
21170026,CHE01,ABC2
21170027,CHE01,ABC2
21170028,CHE01,ABC2
21170029,CHE01,ABC2
21170030,CHE01,ABC2
