21110001,CHE01,ABC2
21110004,CHE01,ABC2
21110007,CHE01,ABC2
21110010,CHE01,ABC2
21110013,CHE01,ABC2
21110016,CHE01,ABC2
21110019,CHE01,ABC2
21110022,CHE01,ABC2
21110025,CHE01,ABC2
21110028,CHE01,ABC2
21110031,CHE01,ABC2
21110034,CHE01,ABC2
21110037,CHE01,ABC2
21110040,CHE01,ABC2
21110043,CHE01,ABC2
21110046,CHE01,ABC2
21110049,CHE01,ABC2
21110052,CHE01,ABC2
21110055,CHE01,ABC2
21110058,CHE01,ABC2
21110061,CHE01,ABC2
21110064,CHE01,ABC2
21110067,CHE01,ABC2
21110070,CHE01,ABC2
21110073,CHE01,ABC2
21110076,CHE01,ABC2
21110079,CHE01,ABC2
21110082,CHE01,ABC2
21110085,CHE01,ABC2
21110088,CHE01,ABC2
