20120001,TLDC,CSC05,KTDC
20120002,TLDC,CSC05,KTDC
20120003,TLDC,CSC05,KTDC
20120004,TLDC,CSC05,KTDC
20120005,TLDC,CSC05,KTDC
20120006,TLDC,CSC05,KTDC
20120007,TLDC,CSC05,KTDC
20120008,TLDC,CSC05,KTDC
20120009,TLDC,CSC05,KTDC
20120010,TLDC,CSC05,KTDC
20120011,TLDC,CSC05,KTDC
20120012,TLDC,CSC05,KTDC
20120013,TLDC,CSC05,KTDC
20120014,TLDC,CSC05,KTDC
20120015,TLDC,CSC05,KTDC
20120016,TLDC,CSC05,KTDC
20120017,TLDC,CSC05,KTDC
20120018,TLDC,CSC05,KTDC
20120019,TLDC,CSC05,KTDC
20120020,TLDC,CSC05,KTDC
20120021,TLDC,CSC05,KTDC
20120022,TLDC,CSC05,KTDC
20120023,TLDC,CSC05,KTDC
20120024,TLDC,CSC05,KTDC
20120025,TLDC,CSC05,KTDC
20120026,TLDC,CSC05,KTDC
20120027,TLDC,CSC05,KTDC
20120028,TLDC,CSC05,KTDC
20120029,TLDC,CSC05,KTDC
20120030,TLDC,CSC05,KTDC
