23170001,HP1000,MMT,MTH007
23170002,HP1000,MMT,MTH007
23170003,HP1000,MMT,MTH007
23170004,HP1000,MMT,MTH007
23170005,HP1000,MMT,MTH007
23170006,HP1000,MMT,MTH007
23170007,HP1000,MMT,MTH007
23170008,HP1000,MMT,MTH007
23170009,HP1000,MMT,MTH007
23170010,HP1000,MMT,MTH007
23170011,HP1000,MMT,MTH007
23170012,HP1000,MMT,MTH007
23170013,HP1000,MMT,MTH007
23170014,HP1000,MMT,MTH007
23170015,HP1000,MMT,MTH007
23170016,HP1000,MMT,MTH007
23170017,HP1000,MMT,MTH007
23170018,HP1000,MMT,MTH007
23170019,HP1000,MMT,MTH007
23170020,HP1000,MMT,MTH007
23170021,HP1000,MMT,MTH007
23170022,HP1000,MMT,MTH007
23170023,HP1000,MMT,MTH007
23170024,HP1000,MMT,MTH007
23170025,HP1000,MMT,MTH007
23170026,HP1000,MMT,MTH007
23170027,HP1000,MMT,MTH007
23170028,HP1000,MMT,MTH007
23170029,HP1000,MMT,MTH007
23170030,HP1000,MMT,MTH007
