20150003,PHY02,CHE02,SSC
20150004,PHY02,CHE02,SSC
20150005,PHY02,CHE02,SSC
20150006,PHY02,CHE02,SSC
20150007,PHY02,CHE02,SSC
20150008,PHY02,CHE02,SSC
20150009,PHY02,CHE02,SSC
20150010,PHY02,CHE02,SSC
20150011,PHY02,CHE02,SSC
20150012,PHY02,CHE02,SSC
20150013,PHY02,CHE02,SSC
20150014,PHY02,CHE02,SSC
20150015,PHY02,CHE02,SSC
20150016,PHY02,CHE02,SSC
20150017,PHY02,CHE02,SSC
20150018,PHY02,CHE02,SSC
20150019,PHY02,CHE02,SSC
20150020,PHY02,CHE02,SSC
20150021,PHY02,CHE02,SSC
20150022,PHY02,CHE02,SSC
20150023,PHY02,CHE02,SSC
20150024,PHY02,CHE02,SSC
20150025,PHY02,CHE02,SSC
20150026,PHY02,CHE02,SSC
20150027,PHY02,CHE02,SSC
20150028,PHY02,CHE02,SSC
20150029,PHY02,CHE02,SSC
20150030,PHY02,CHE02,SSC
20150031,PHY02,CHE02,SSC
20150032,PHY02,CHE02,SSC
