21120001,PHY02,CHE02,SSC
21120002,PHY02,CHE02,SSC
21120003,PHY02,CHE02,SSC
21120004,PHY02,CHE02,SSC
21120005,PHY02,CHE02,SSC
21120006,PHY02,CHE02,SSC
21120007,PHY02,CHE02,SSC
21120008,PHY02,CHE02,SSC
21120009,PHY02,CHE02,SSC
21120010,PHY02,CHE02,SSC
21120011,PHY02,CHE02,SSC
21120012,PHY02,CHE02,SSC
21120013,PHY02,CHE02,SSC
21120014,PHY02,CHE02,SSC
21120015,PHY02,CHE02,SSC
21120016,PHY02,CHE02,SSC
21120017,PHY02,CHE02,SSC
21120018,PHY02,CHE02,SSC
21120019,PHY02,CHE02,SSC
21120020,PHY02,CHE02,SSC
21120021,PHY02,CHE02,SSC
21120022,PHY02,CHE02,SSC
21120023,PHY02,CHE02,SSC
21120024,PHY02,CHE02,SSC
21120025,PHY02,CHE02,SSC
21120026,PHY02,CHE02,SSC
21120027,PHY02,CHE02,SSC
21120028,PHY02,CHE02,SSC
21120029,PHY02,CHE02,SSC
21120030,PHY02,CHE02,SSC
