21120001,HP3,HP1000
21120002,HP3,HP1000
21120003,HP3,HP1000
21120004,HP3,HP1000
21120005,HP3,HP1000
21120006,HP3,HP1000
21120007,HP3,HP1000
21120008,HP3,HP1000
21120009,HP3,HP1000
21120010,HP3,HP1000
21120011,HP3,HP1000
21120012,HP3,HP1000
21120013,HP3,HP1000
21120014,HP3,HP1000
21120015,HP3,HP1000
21120016,HP3,HP1000
21120017,HP3,HP1000
21120018,HP3,HP1000
21120019,HP3,HP1000
21120020,HP3,HP1000
21120021,HP3,HP1000
21120022,HP3,HP1000
21120023,HP3,HP1000
21120024,HP3,HP1000
21120025,HP3,HP1000
21120026,HP3,HP1000
21120027,HP3,HP1000
21120028,HP3,HP1000
21120029,HP3,HP1000
21120030,HP3,HP1000
