21150020,CHE01,ABC2
21150022,CHE01,ABC2
21150024,CHE01,ABC2
21150026,CHE01,ABC2
21150028,CHE01,ABC2
21150030,CHE01,ABC2
21150032,CHE01,ABC2
21150034,CHE01,ABC2
21150036,CHE01,ABC2
21150038,CHE01,ABC2
21150040,CHE01,ABC2
21150042,CHE01,ABC2
21150044,CHE01,ABC2
21150046,CHE01,ABC2
21150048,CHE01,ABC2
21150050,CHE01,ABC2
21150052,CHE01,ABC2
21150054,CHE01,ABC2
21150056,CHE01,ABC2
21150058,CHE01,ABC2
21150060,CHE01,ABC2
21150062,CHE01,ABC2
21150064,CHE01,ABC2
21150066,CHE01,ABC2
21150068,CHE01,ABC2
21150070,CHE01,ABC2
21150072,CHE01,ABC2
21150074,CHE01,ABC2
21150076,CHE01,ABC2
21150078,CHE01,ABC2
