21120033,CHE01,ABC2
21120034,CHE01,ABC2
21120035,CHE01,ABC2
21120036,CHE01,ABC2
21120037,CHE01,ABC2
21120038,CHE01,ABC2
21120039,CHE01,ABC2
21120040,CHE01,ABC2
21120041,CHE01,ABC2
21120042,CHE01,ABC2
21120043,CHE01,ABC2
21120044,CHE01,ABC2
21120045,CHE01,ABC2
21120046,CHE01,ABC2
21120047,CHE01,ABC2
21120048,CHE01,ABC2
21120049,CHE01,ABC2
21120050,CHE01,ABC2
21120051,CHE01,ABC2
21120052,CHE01,ABC2
21120053,CHE01,ABC2
21120054,CHE01,ABC2
21120055,CHE01,ABC2
21120056,CHE01,ABC2
21120057,CHE01,ABC2
21120058,CHE01,ABC2
21120059,CHE01,ABC2
21120060,CHE01,ABC2
21120061,CHE01,ABC2
21120062,CHE01,ABC2
