22170020,PHY01,CHE01,ABC2
22170021,PHY01,CHE01,ABC2
22170022,PHY01,CHE01,ABC2
22170023,PHY01,CHE01,ABC2
22170024,PHY01,CHE01,ABC2
22170025,PHY01,CHE01,ABC2
22170026,PHY01,CHE01,ABC2
22170027,PHY01,CHE01,ABC2
22170028,PHY01,CHE01,ABC2
22170029,PHY01,CHE01,ABC2
22170030,PHY01,CHE01,ABC2
22170031,PHY01,CHE01,ABC2
22170032,PHY01,CHE01,ABC2
22170033,PHY01,CHE01,ABC2
22170034,PHY01,CHE01,ABC2
22170035,PHY01,CHE01,ABC2
22170036,PHY01,CHE01,ABC2
22170037,PHY01,CHE01,ABC2
22170038,PHY01,CHE01,ABC2
22170039,PHY01,CHE01,ABC2
22170040,PHY01,CHE01,ABC2
22170041,PHY01,CHE01,ABC2
22170042,PHY01,CHE01,ABC2
22170043,PHY01,CHE01,ABC2
22170044,PHY01,CHE01,ABC2
22170045,PHY01,CHE01,ABC2
22170046,PHY01,CHE01,ABC2
22170047,PHY01,CHE01,ABC2
22170048,PHY01,CHE01,ABC2
22170049,PHY01,CHE01,ABC2
