22120057,PHY01,CHE01,ABC2
22120059,PHY01,CHE01,ABC2
22120061,PHY01,CHE01,ABC2
22120063,PHY01,CHE01,ABC2
22120065,PHY01,CHE01,ABC2
22120067,PHY01,CHE01,ABC2
22120069,PHY01,CHE01,ABC2
22120071,PHY01,CHE01,ABC2
22120073,PHY01,CHE01,ABC2
22120075,PHY01,CHE01,ABC2
22120077,PHY01,CHE01,ABC2
22120079,PHY01,CHE01,ABC2
22120081,PHY01,CHE01,ABC2
22120083,PHY01,CHE01,ABC2
22120085,PHY01,CHE01,ABC2
22120087,PHY01,CHE01,ABC2
22120089,PHY01,CHE01,ABC2
22120091,PHY01,CHE01,ABC2
22120093,PHY01,CHE01,ABC2
22120095,PHY01,CHE01,ABC2
22120097,PHY01,CHE01,ABC2
22120099,PHY01,CHE01,ABC2
22120101,PHY01,CHE01,ABC2
22120103,PHY01,CHE01,ABC2
22120105,PHY01,CHE01,ABC2
22120107,PHY01,CHE01,ABC2
22120109,PHY01,CHE01,ABC2
22120111,PHY01,CHE01,ABC2
22120113,PHY01,CHE01,ABC2
22120115,PHY01,CHE01,ABC2
