20110001,TTK,TTT,TUD
20110002,TTK,TTT,TUD
20110003,TTK,TTT,TUD
20110004,TTK,TTT,TUD
20110005,TTK,TTT,TUD
20110006,TTK,TTT,TUD
20110007,TTK,TTT,TUD
20110008,TTK,TTT,TUD
20110009,TTK,TTT,TUD
20110010,TTK,TTT,TUD
20110011,TTK,TTT,TUD
20110012,TTK,TTT,TUD
20110013,TTK,TTT,TUD
20110014,TTK,TTT,TUD
20110015,TTK,TTT,TUD
20110016,TTK,TTT,TUD
20110017,TTK,TTT,TUD
20110018,TTK,TTT,TUD
20110019,TTK,TTT,TUD
20110020,TTK,TTT,TUD
20110021,TTK,TTT,TUD
20110022,TTK,TTT,TUD
20110023,TTK,TTT,TUD
20110024,TTK,TTT,TUD
20110025,TTK,TTT,TUD
20110026,TTK,TTT,TUD
20110027,TTK,TTT,TUD
20110028,TTK,TTT,TUD
20110029,TTK,TTT,TUD
20110030,TTK,TTT,TUD
